Brand,Model,Reference number,Movement,Case material,Bracelet material,Year of production,Scope of delivery,Gender,Location,Price,Availability,Caliber/movement,Base caliber,Power reserve,Number of jewels,Case diameter,Water resistance,Bezel material,Crystal,Dial,Dial numerals,Bracelet color,Clasp,Clasp material,url
Rolex,Submariner Date,16610,Automatic,Steel,Steel,2008,"Original box, original papers",Men's watch/Unisex,"United States of America, Louisiana, Covington","$11,295 [Negotiable]",Item is in stock,3135,cal. 3135,48 h,31,40 mm,30 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date--id45190476.htm
Rolex,Lady-Datejust,79174 (Datejust Diamonds),Automatic,Steel,Steel,2003 (Approximation),"No original box, no original papers",Women's watch,"United States of America, Georgia, Atlanta","$6,860",Item is in stock,,,,,26 mm,,White gold,Sapphire crystal,Silver,,Steel,Fold clasp,,https://www.chrono24.com/rolex/datejust-26-steel-white-gold-silver-diamond-dial-ladies-watch-79174--id45297404.htm
Rolex,GMT-Master II,126713grnr,Automatic,Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$23,555",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-126713grnr-2025--id44964720.htm
Rolex,Daytona,126518ln,Automatic,Yellow gold,Rubber,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, Austin","$97,839",Item is in stock,4131,4030,72 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Turquoise,No numerals,Black,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/cosmograph-daytona--id40020723.htm
Rolex,Oyster Perpetual Lady Date,6919 (Oyster Perpetual Vintage),Automatic,Steel,Steel,1973,"No original box, no original papers",Women's watch,"United States of America, California, Woodland Hills","$2,625 [Negotiable]",Item is in stock,2030,,,28,26 x 33 mm,,Steel,,Black,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-date-magnifier-automatic-black-dial-ladies-vintage-swiss-made--id39339390.htm
Rolex,GMT-Master II,126718grnr,Automatic,Yellow gold,Yellow gold,2025,"Original box, original papers",Men's watch/Unisex,"France, TOULOUSE","€41,900 (= $49,591)",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Yellow gold,Sapphire crystal,Black,No numerals,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id43982620.htm
Rolex,Oyster Perpetual 28,276200,Automatic,Steel,Steel,2026,"Original box, original papers",Women's watch,"United States of America, Nevada, Las Vegas","$8,900",Item is in stock,2232,Rolex 3135,55 h,31,28 x 33 mm,10 ATM,Steel,Sapphire crystal,,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-28--id43624450.htm
Rolex,Datejust 36,116203,Automatic,Steel,Gold/Steel,2010,"Original box, original papers",Men's watch/Unisex,"United States of America, Georgia, Atlanta","$10,700",Item is in stock,,,,,36 mm,,Yellow gold,Sapphire crystal,Mother of pearl,Roman numerals,Gold/Steel,,,https://www.chrono24.com/rolex/datejust-steel-yellow-gold-mother-of-pearl-mens-watch-116203-box-papers--id45297388.htm
Rolex,Yacht-Master II,116680,Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$24,600 [Negotiable]",Item is in stock,4161,,72 h,42,44 mm,10 ATM,Ceramic,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-yacht-master-ii-116680-mercedes-hands-new-2023--id15732639.htm
Rolex,Day-Date 36,1803,Automatic,Yellow gold,Leather,1976 (Approximation),"No original box, no original papers",Men's watch/Unisex,"United States of America, California, Beverly Hills","$14,310 [Negotiable]",Item is in stock,1556,,,,36 mm,Not water resistant,,Plexiglass,,,Black,,,https://www.chrono24.com/rolex/day-date-1803-president-18k-solid-gold-1970s-mens-vintage-automatic-ra699--id44074182.htm
Rolex,Daytona,6265 (Daytona (up to 1988)),Manual winding,Steel,Steel,1978,"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, Hartsdale","$93,500",Item is in stock,,,,,37 mm,,Steel,Plexiglass,Silver,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/sport-daytona-cosmograph-6265-big-red--id44694240.htm
Rolex,GMT-Master II,16760 (Coke),,Steel,Steel,1987,"No original box, no original papers",Women's watch,"United States of America, California, San Diego","$13,995",Item is in stock,,,,,40 mm,,,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/gmt-master-ii-fat-lady-coke-16760-40mm-black-dial-red-black-bezel-steel--id44647697.htm
Rolex,Sea-Dweller,126600,,Steel,Steel,2018,"Original box, original papers",,"United States of America, California, San Diego","$12,595",Item is in stock,,,,,43 mm,,Ceramic,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/sea-dweller-red-letters-126600-43mm-black-ceramic-steel-box-papers--id45082525.htm
Rolex,Lady-Datejust,69068,Automatic,Yellow gold,Yellow gold,1980,"Original box, no original papers",Women's watch,"United States of America, California, Chino Hills","$15,790",Item is in stock,2135,,,29,26 mm,,Yellow gold,Sapphire crystal,,,Gold,,,https://www.chrono24.com/rolex/datejust-69068-18k-yellow-gold-factory-ruby-diamond-president-watch--id45009445.htm
Rolex,Day-Date 40,228235,Automatic,Rose gold,Rose gold,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, New Hampshire, Salem","$68,500",Item needs to be procured,3255,,70 h,31,40 x 47 mm,10 ATM,Rose gold,Sapphire crystal,Grey,Roman numerals,Gold,"Fold clasp, hidden",Rose Gold,https://www.chrono24.com/rolex/rolex-day-date-new-2025-july-228235-slate-ombre-president-rose-gold--id36075455.htm
Rolex,Daytona,116503,Automatic,Gold/Steel,Gold/Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$22,999",Item is in stock,4130,,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,White,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-116503--116503-0001-rolex-cosmograph-daytona-mens-luxury-watch--id21499409.htm
Rolex,Submariner Date,126619LB,Automatic,White gold,,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, Massachusetts, Boston","$39,500 [Negotiable]",Item is in stock,,,,,41 mm,,,,,,,,,https://www.chrono24.com/rolex/126619lb-submariner-date-18k-white-gold-black-dial--id45177744.htm
Rolex,Yacht-Master 42,226627,Automatic,Titanium,Titanium,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Katy","$29,000",Item is in stock,3235,,70 h,31,42 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Silver,Fold clasp,Titanium,https://www.chrono24.com/rolex/yacht-master-42--id44193727.htm
Rolex,Daytona,116518,Automatic,Steel,Leather,2005,"Original box, original papers",Men's watch/Unisex,"United States of America, California, San Juan Capistrano","$54,995",Item is in stock,4130,4130,72 h,44,40 mm,10 ATM,Gem-set,Sapphire crystal,Mother of pearl,Gemstones,Black,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-daytona--id43679588.htm
Rolex,Submariner Date,16610,Automatic,Steel,,Unknown,"Original box, no original papers",Men's watch/Unisex,"United States of America, Massachusetts, Boston","$10,500 [Negotiable]",Item is in stock,,,,,40 mm,,,,,,,,,https://www.chrono24.com/rolex/16610-submariner-ss-black-dial--id45161660.htm
Rolex,Sea-Dweller Deepsea,126660,Automatic,Steel,Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York",Price on request,Item is in stock,3235,Rolex 3235,70 h,31,44 mm,Over 120 ATM,Ceramic,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-sea-dweller-deepsea-james-cameron-126660-full-set--id30383006.htm
Rolex,Day-Date 36,118238,Automatic,Yellow gold,Yellow gold,2006 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$29,995",Item is in stock,3155,Cal. 3055,48 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Mother of pearl,Gemstones,Gold,,Yellow gold,https://www.chrono24.com/rolex/rolex-excellent-condition-day-date-president-yellow-gold-tahitian-mother-of-pearl-diamond-dial--id45293400.htm
Rolex,Datejust 36,16234,,Steel,Steel,2000,"No original box, no original papers",,"United States of America, New York, New York","$13,795",Item is in stock,,,,,36 mm,,White gold,,,,Steel,,,https://www.chrono24.com/rolex/2000-rolex-datejust-sodalite-dial-36mm-stainless-steel-16234--id44122189.htm
Rolex,Sea-Dweller Deepsea,116660,Automatic,Steel,Steel,2009,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$9,959",Item is in stock,3135,Rolex 3135,48 h,31,44 mm,Over 120 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-sea-dweller-deepsea-116660-44mm--black-dial--box--papers--id45292537.htm
Rolex,Day-Date 40,228235,Automatic,Rose gold,Rose gold,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$68,385",Item needs to be procured,3255,"3255, Manufacture Rolex",70 h,31,40 mm,10 ATM,Rose gold,Sapphire crystal,Mother of pearl,Roman numerals,Gold,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-new-2025-day-date-40mm-228235-presidential-rose-gold-mop-diamond-baguette-dial--id39695831.htm
Rolex,Explorer II,,Automatic,Steel,Steel,1996,"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$9,495",Item is in stock,3185,,,,40 mm,,Steel,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-explorer-ii--id44879857.htm
Rolex,Sky-Dweller,336933 (Two-tone),Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$25,195",Item is in stock,9002,9002,72 h,40,42 mm,10 ATM,Yellow gold,Sapphire crystal,Champagne,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/sky-dweller-champagne-dial-two-tone-2025---new-style-box--id42799500.htm
Rolex,GMT-Master II,126720VTNR (Sprite),Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Hartsdale","$18,500",Item is in stock,,,,,40 mm,,Steel,Sapphire crystal,Black,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/sport-gmt-master-ii-sprite-126720vtnr--id45022372.htm
Rolex,Sea-Dweller,126600,Automatic,Steel,,2019,"Original box, original papers",Men's watch/Unisex,"United States of America, Massachusetts, Boston","$12,900 [Negotiable]",Item is in stock,,,70 h,,43 mm,,,,,,,,,https://www.chrono24.com/rolex/126600-sea-dweller-red-50th-anniversary-ss-black-dial--id45161630.htm
Rolex,Datejust 41,126334 (Jubilee),Automatic,Steel,Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$14,995",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Blue,Roman numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-like-new-2020-datejust-41-steel-jubilee-blue-roman-dial-126334--id45293452.htm
Rolex,GMT-Master,1675,Automatic,Steel,Steel,1967,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, San Juan Capistrano","$21,995",Item is in stock,1570,1570,48 h,26,40 mm,10 ATM,Steel,Plexiglass,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master--id43114682.htm
Rolex,Explorer II,226570,Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Denville","$12,400",Item is in stock,3285,3285,70 h,31,42 mm,10 ATM,Steel,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/explorer-ii--id44951640.htm
Rolex,GMT-Master II,126710BLRO,Automatic,Steel,Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$26,995",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-like-new-2020-gmt-master-ii-pepsi-jubilee-126710blro--id45293501.htm
Rolex,Datejust 36,126234,Automatic,Gold/Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Newport Beach","$14,995",Item is in stock,3235,"3135, Manufacture Rolex",70 h,31,36 mm,10 ATM,White gold,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36-new-2025-blue-index-dial-stainless-steel-fluted-bezel-jubilee-bracelet--id40177656.htm
Rolex,Lady-Datejust,69178 (Datejust Diamonds),Automatic,Yellow gold,Yellow gold,1985,"No original box, no original papers",Women's watch,"United States of America, Florida, MIAMI","$9,700",Item is in stock,2135,Cal. 2135,42 h,29,26 mm,10 ATM,Yellow gold,Sapphire crystal,Gold,Gemstones,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-lady-datejust-26--id43433295.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$15,745 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41--id45293256.htm
Rolex (Guaranteed Authentic),Submariner Date,116613 LB (Submariner Gold/Steel),Automatic,Gold/Steel,,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$14,552",Item is in stock,,,,,40 mm,,,Sapphire crystal,Blue,,,,,https://www.chrono24.com/rolex/submariner-date-18k-yellow-gold-steel-blue-ceramic-40mm-116613-lb-watch--id43938092.htm
Rolex,Daytona,126503,Automatic,Gold/Steel,Gold/Steel,Unknown,"Original box, no original papers",Men's watch/Unisex,"United States of America, Texas, Austin","$24,625 [Negotiable]",Item is in stock,4131,4131,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-daytona--id43256914.htm
Rolex,Datejust 36,126234,Automatic,Steel,Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Newport Beach","$14,495",Item is in stock,3235,"3135, Manufacture Rolex",70 h,31,36 mm,10 ATM,White gold,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36-black-diamond-dial-stainless-steel-fluted-bezel-jubilee-bracelet--id42423814.htm
Rolex,Datejust 41,126334 (Jubilee),Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$14,799",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/datejust-41-white-jubilee--id29762203.htm
Rolex,Yacht-Master,69623,Automatic,Gold/Steel,Gold/Steel,1996,"No original box, no original papers",Women's watch,"Germany, MÜNCHEN","€6,390 (= $7,563)",Item is in stock,2135,,,,29 mm,,,Sapphire crystal,White,,Gold/Steel,Double-fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-lady-yachtmaster-29-edelstahl--18k-gelb-gold-automatic-automatik-oyster--id24464013.htm
Rolex,Yacht-Master II,116680,Automatic,Steel,Rubber,2018,"Original box, original papers",,"United States of America, California, Beverly Hills","$18,150",Item is in stock,,,,,44 mm,,,,,,,,,https://www.chrono24.com/rolex/rolex-yachtmaster-ii-44mm-in-stainless-steel-on-black-rubber-strap-with-white-dial-and-mercedes-hands--id44425637.htm
Rolex,Yacht-Master 40,126622,Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Los Angeles","$14,550",Item is in stock,3235,3235,70 h,31,40 mm,10 ATM,Platinum,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/unworn-2024-126622-yacht-master-40mm-blue-dial-oyster-bracelet--id41781565.htm
Rolex,Land-Dweller,127235,Automatic,Rose gold,Rose gold,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$63,425",Item is in stock,7135,,66 h,,36 mm,10 ATM,Rose gold,Sapphire crystal,White,,Gold,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-unworn-127235-land-dweller-36mm-rose-gold-white-honeycomb-motif-dial-flat-jubilee-bracelet--id43288626.htm
Rolex (Guaranteed Authentic),Datejust 41,126334 (Datejust Gold/Steel),Automatic,Gold/Steel,Steel,Unknown,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$13,512",Item is in stock,,,,,41 mm,,White gold,Sapphire crystal,Blue,Roman numerals,Steel,,,https://www.chrono24.com/rolex/new-stickered-papers-rolex-datejust-41mm-azzurro-blue-roman-18k-steel-126334-box--id44579155.htm
Rolex,Yacht-Master II,116680,Automatic,Steel,Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$18,500",Item is in stock,,,,,44 mm,,,Sapphire crystal,White,,,,,https://www.chrono24.com/rolex/yacht-master-ii-116680-44mm-steel-2021-with-box--papers--id45184729.htm
Rolex (Guaranteed Authentic),GMT-Master II,126710 GRNR (Bruce Wayne),Automatic,Steel,Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$19,753",Item is in stock,,,,,40 mm,,Ceramic,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/gmt-master-ii-bruce-wayne-40mm-blue-black-steel-ceramic-oyster-126710-grnr--id44126077.htm
Rolex,GMT-Master,16700 (Pepsi),Automatic,,,1999,"Original box, original papers",,"United States of America, Connecticut, Darien","$17,331",Item is in stock,3175,,,,40 mm,,,,,,,,,https://www.chrono24.com/rolex/gmt-master-16700-pepsi---full-collector-set--id44698754.htm
Rolex,Datejust 36,126200 (Wimbledon),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, Austin","$10,398",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Steel,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36-wimbledon-dial--id40724501.htm
Rolex,Datejust 36,116234,Automatic,Steel,Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, Texas, Houston","$8,240",Item is in stock,3135,"3135, Manufacture Rolex",48 h,31,36 mm,10 ATM,White gold,Sapphire crystal,Silver,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36--id37094755.htm
Rolex,Sky-Dweller,326934,,Steel,,2019,"Original box, original papers",,"United States of America, California, San Diego","$17,695",Item is in stock,,,,,42 mm,,White gold,Sapphire crystal,White,,,,,https://www.chrono24.com/rolex/sky-dweller-326934-42mm-white-dial-18k-gold-stainless-steel-box-paper--id45003317.htm
Rolex,Datejust 36,126200,Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$11,875 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Steel,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-126200-datejust-with-blue-fluted-motif-dial-on-oyster--id43859271.htm
Rolex,Lady-Datejust,69173,Automatic,Gold/Steel,Gold/Steel,1995 (Approximation),"No original box, no original papers",Women's watch,"United States of America, Georgia, Atlanta","$6,860",Item is in stock,,,,,26 mm,,Yellow gold,Sapphire crystal,White,Roman numerals,Gold/Steel,Fold clasp,,https://www.chrono24.com/rolex/datejust-steel-yellow-gold-white-roman-dial-ladies-watch-69173--id45297391.htm
Rolex (Guaranteed Authentic),Oyster Perpetual 26,176200 (Domino's Pizza),Automatic,Steel,Steel,Unknown,"Original box, original papers",Women's watch,"United States of America, New York, Massapequa Park","$5,400",Item is in stock,,,,,26 mm,,Steel,Sapphire crystal,Silver,,Steel,,,https://www.chrono24.com/rolex/new-stickered-papers-rolex-oyster-perpetual-dominos-silver-26mm-watch-176200-box--id45174027.htm
Rolex,Sea-Dweller,126603,Automatic,Gold/Steel,Gold/Steel,2019 (Approximation),"No original box, no original papers",Men's watch/Unisex,"United States of America, Texas, Houston","$16,350",Item is in stock,3235,3235,70 h,31,43 x 50 mm,,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/sea-dweller--id39771232.htm
Rolex,Day-Date 40,228235,Automatic,Rose gold,Rose gold,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$50,999",Item is in stock,3255,"3255, Manufacture Rolex",70 h,31,40 mm,10 ATM,Rose gold,Sapphire crystal,Bronze,Roman numerals,Gold,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/day-date-40-sun-dust-roman-numeral-dial--id40596413.htm
Rolex,Oyster Perpetual 41,124300-0007 (Red Face),Automatic,Steel,Steel,2022,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Moorpark, California","$25,995 [Negotiable]",Item is in stock,Rolex Caliber 3230,None,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Red,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-41mm-coral-red-dial-stainless-steel-domed-bezel-mens-watch-124300-0007--id43748094.htm
Rolex,Milgauss,116400,Automatic,Steel,Steel,2008,"No original box, no original papers",Men's watch/Unisex,"United States of America, Florida, MIAMI","$11,300",Item is in stock,3131,Rolex 3131,48 h,31,40 mm,10 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-milgauss--id43447687.htm
Rolex,Explorer II,16570 (Explorer II 16570 White),Automatic,Steel,Steel,2005 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$8,795",Item is in stock,3185,cal. 3185,50 h,31,40 mm,10 ATM,Steel,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-explorer-ii--id45293566.htm
Rolex,Lady-Datejust,69178 (Datejust No Numerals),Automatic,Yellow gold,Yellow gold,1988 (Approximation),"Original box, no original papers",Women's watch,"United States of America, New York, NEW YORK","$10,450",Item is in stock,2135,Cal. 2135,42 h,29,26 mm,10 ATM,Yellow gold,Sapphire crystal,Gold,No numerals,Gold,,Yellow gold,https://www.chrono24.com/rolex/rolex-lady-datejust--id41689930.htm
Rolex,Submariner Date,16800 (Submariner Vintage),Automatic,Steel,Steel,1982,"Original box, original papers",Men's watch/Unisex,"United States of America, Connecticut, madison","$31,599 [Negotiable]",Item is in stock,3035,cal. 3135,48 h,27,40 mm,30 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date--id44302849.htm
Rolex,Datejust 31,278245,Automatic,Rose gold,Rose gold,Unknown,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Chino Hills","$33,690",Item is in stock,2236,,,31,31 mm,,Rose gold,Sapphire crystal,Brown,Roman numerals,Gold,,,https://www.chrono24.com/rolex/2022-card-rolex-datejust-278245-31mm-chocolate-roman-diamond-everose-gold-watch--id45069908.htm
Rolex,Daytona,126503,Automatic,Gold/Steel,Gold/Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, Nevada, Las Vegas","$29,700",Item is in stock,4131,4131,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,Champagne,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-daytona--id45008172.htm
Rolex,Oyster Perpetual 34,6564,Automatic,Gold/Steel,Leather,1957,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$2,590 [Negotiable]",Item is in stock,1030,,,25,34 mm,Not water resistant,Rose gold,Plexiglass,,No numerals,Brown,Buckle,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-34--id42572611.htm
Rolex,GMT-Master II,116713LN,Automatic,Yellow gold,Gold/Steel,2016,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, BOCA RATON","$14,973",Item is in stock,3186,Rolex 3135,48 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id44931122.htm
Rolex,Daytona,116509,,White gold,,2019,"Original box, original papers",,"United States of America, Pennsylvania, Philadelphia","$44,250",Item is in stock,,,,,40 mm,,,,Blue,,,,,https://www.chrono24.com/rolex/2019-rolex-daytona-116509-40mm-blue-dial-18k-white-gold-box-papersdaytona--id44871604.htm
Rolex,GMT-Master II,116710LN (GMT-Master II black bezel),Automatic,Steel,Steel,2015,"Original box, original papers",Men's watch/Unisex,"United States of America, Chattanooga","$12,970",Item is in stock,3186,Rolex 3186,48 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/gmt-master-ii--id45309582.htm
Rolex,Submariner Date,116613LN,Automatic,Gold/Steel,Gold/Steel,2015,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$14,300 [Negotiable]",Item is in stock,3135,Rolex 3135,48 h,31,40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/submariner-date--id44952717.htm
Rolex,GMT-Master II,126710BLNR (Batman),,Steel,,2024,"Original box, original papers",,"United States of America, Pennsylvania, Philadelphia","$17,999",Item is in stock,,,,,40 mm,,,,Black,,,,,https://www.chrono24.com/rolex/2024-rolex-gmt-master-ii-batman-126710blnr-40mm-black-steel-box-papersgmt-master-ii--id45279196.htm
Rolex,Datejust 36,16013 (Two-tone),Automatic,Steel,Gold/Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, Chino Hills","$7,599",Item is in stock,3035,,,27,36 mm,,Yellow gold,Plexiglass,,,Gold/Steel,,,https://www.chrono24.com/rolex/authentic-mens-rolex-datejust-champagne-18k-yellow-gold-steel-16013-2-tone-watch--id44361474.htm
Rolex,Datejust 36,16233 (Two-tone),Automatic,Steel,Gold/Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, Chino Hills","$8,099",Item is in stock,3135,,,31,36 mm,,Yellow gold,Sapphire crystal,,,Gold/Steel,,,https://www.chrono24.com/rolex/mens-datejust-16233-18k-yellow-gold-stainless-steel-2-tone-champagne-watch--id43925896.htm
Rolex,GMT-Master II,16710 (GMT-Master II (up to 2007)),,Steel,Steel,2003,"Original box, original papers",,"United States of America, California, San Diego","$13,295",Item is in stock,,,,,40 mm,,,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/gmtmaster-ii-16710-black-stainless-steel-box-paper-40mm-2003--id42342827.htm
Rolex,Submariner Date,1680 (Submariner Vintage),Automatic,Yellow gold,Yellow gold,1977,"No original box, no original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$58,000",Item is in stock,1570,1570,48 h,26,40 mm,20 ATM,Steel,Plexiglass,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-vintage-tropical-purple-16808-submariner--id44801546.htm
